"run_id","event_id","run_type","service","target","fault_type","intensity","start_time","end_time","baseline_start","baseline_end","observe_end","expected_fault_window_start","expected_fault_window_end","status","notes"
run_005,event_03,single_fault_serial,front-end,front-end-87ff7b849-6bg67,pause,60s,2026-06-17 01:27:21,2026-06-17 01:28:22,2026-06-17 00:48:11,2026-06-17 00:56:11,2026-06-17 01:29:16,2026-06-17 01:27:16,2026-06-17 01:28:16,executed,标准轮 5：15 次 pause，模拟更长时间的服务冻结
run_005,event_02,single_fault_serial,orders,orders-6cfcf6794c-rc4db,pause,60s,2026-06-17 01:30:20,2026-06-17 01:31:20,2026-06-17 00:48:11,2026-06-17 00:56:11,2026-06-17 01:32:14,2026-06-17 01:30:14,2026-06-17 01:31:14,executed,标准轮 5：15 次 pause，模拟更长时间的服务冻结
run_005,event_04,single_fault_serial,catalogue,catalogue-744d46f784-b8m2g,pause,60s,2026-06-17 01:32:50,2026-06-17 01:33:50,2026-06-17 00:48:11,2026-06-17 00:56:11,2026-06-17 01:34:44,2026-06-17 01:32:44,2026-06-17 01:33:44,executed,标准轮 5：15 次 pause，模拟更长时间的服务冻结
run_005,event_15,single_fault_serial,user,user-9c64594b7-ww7bs,pause,75s,2026-06-17 01:35:37,2026-06-17 01:36:37,2026-06-17 00:48:11,2026-06-17 00:56:11,2026-06-17 01:37:30,2026-06-17 01:35:30,2026-06-17 01:36:30,executed,标准轮 5：15 次 pause，模拟更长时间的服务冻结
run_006,event_09,single_fault_serial,catalogue,catalogue-744d46f784-b8m2g,pause,60s,2026-06-17 09:02:11,2026-06-17 09:03:12,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:04:11,2026-06-17 09:02:11,2026-06-17 09:03:11,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_01,single_fault_serial,carts,carts-b6c5c87f9-wc5zx,pause,60s,2026-06-17 09:04:46,2026-06-17 09:05:46,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:06:45,2026-06-17 09:04:45,2026-06-17 09:05:45,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_05,single_fault_serial,user,user-9c64594b7-ww7bs,pause,60s,2026-06-17 09:07:39,2026-06-17 09:08:40,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:09:38,2026-06-17 09:07:38,2026-06-17 09:08:38,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_14,single_fault_serial,catalogue,catalogue-744d46f784-b8m2g,pause,75s,2026-06-17 09:10:17,2026-06-17 09:11:17,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:12:15,2026-06-17 09:10:15,2026-06-17 09:11:15,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_10,single_fault_serial,user,user-9c64594b7-ww7bs,pause,60s,2026-06-17 09:12:55,2026-06-17 09:13:55,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:14:53,2026-06-17 09:12:53,2026-06-17 09:13:53,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_03,single_fault_serial,front-end,front-end-87ff7b849-6bg67,pause,60s,2026-06-17 09:15:56,2026-06-17 09:16:56,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:17:53,2026-06-17 09:15:53,2026-06-17 09:16:53,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_02,single_fault_serial,orders,orders-6cfcf6794c-rc4db,pause,60s,2026-06-17 09:18:47,2026-06-17 09:19:47,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:20:44,2026-06-17 09:18:44,2026-06-17 09:19:44,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_11,single_fault_serial,carts,carts-b6c5c87f9-wc5zx,pause,75s,2026-06-17 09:21:30,2026-06-17 09:22:31,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:23:27,2026-06-17 09:21:27,2026-06-17 09:22:27,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_04,single_fault_serial,catalogue,catalogue-744d46f784-b8m2g,pause,60s,2026-06-17 09:24:21,2026-06-17 09:25:21,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:26:17,2026-06-17 09:24:17,2026-06-17 09:25:17,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_13,single_fault_serial,front-end,front-end-87ff7b849-6bg67,pause,75s,2026-06-17 09:27:12,2026-06-17 09:28:13,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:29:08,2026-06-17 09:27:08,2026-06-17 09:28:08,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_07,single_fault_serial,orders,orders-6cfcf6794c-rc4db,pause,60s,2026-06-17 09:29:52,2026-06-17 09:30:52,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:31:47,2026-06-17 09:29:47,2026-06-17 09:30:47,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_12,single_fault_serial,orders,orders-6cfcf6794c-rc4db,pause,75s,2026-06-17 09:32:37,2026-06-17 09:33:37,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:34:32,2026-06-17 09:32:32,2026-06-17 09:33:32,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_06,single_fault_serial,carts,carts-b6c5c87f9-wc5zx,pause,60s,2026-06-17 09:35:21,2026-06-17 09:36:21,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:37:15,2026-06-17 09:35:15,2026-06-17 09:36:15,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_15,single_fault_serial,user,user-9c64594b7-ww7bs,pause,75s,2026-06-17 09:37:54,2026-06-17 09:38:54,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:39:48,2026-06-17 09:37:48,2026-06-17 09:38:48,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_006,event_08,single_fault_serial,front-end,front-end-87ff7b849-6bg67,pause,60s,2026-06-17 09:40:46,2026-06-17 09:41:46,2026-06-17 08:54:11,2026-06-17 09:02:11,2026-06-17 09:42:39,2026-06-17 09:40:39,2026-06-17 09:41:39,executed,标准轮 6：run_005 的重复轮，用于重复性检验
run_007,event_01,composite_serial,carts,carts-b6c5c87f9-wc5zx,pause,60s,2026-06-17 09:57:17,2026-06-17 09:58:17,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 09:59:17,2026-06-17 09:57:17,2026-06-17 09:58:17,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_02,composite_serial,carts,carts-b6c5c87f9-wc5zx,kill,-,2026-06-17 10:00:29,2026-06-17 10:02:01,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:02:29,2026-06-17 10:00:29,2026-06-17 10:01:29,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_03,composite_serial,carts,carts-b6c5c87f9-4tk76,pause,75s,2026-06-17 10:04:19,2026-06-17 10:05:19,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:05:47,2026-06-17 10:03:47,2026-06-17 10:04:47,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_04,composite_serial,orders,orders-6cfcf6794c-rc4db,pause,60s,2026-06-17 10:07:13,2026-06-17 10:08:14,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:08:41,2026-06-17 10:06:41,2026-06-17 10:07:41,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_05,composite_serial,orders,orders-6cfcf6794c-rc4db,kill,-,2026-06-17 10:10:04,2026-06-17 10:11:35,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:11:31,2026-06-17 10:09:31,2026-06-17 10:10:31,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_06,composite_serial,orders,orders-6cfcf6794c-th6tb,pause,75s,2026-06-17 10:13:16,2026-06-17 10:14:16,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:14:12,2026-06-17 10:12:12,2026-06-17 10:13:12,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_07,composite_serial,front-end,front-end-87ff7b849-6bg67,pause,60s,2026-06-17 10:16:18,2026-06-17 10:17:19,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:17:14,2026-06-17 10:15:14,2026-06-17 10:16:14,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_08,composite_serial,front-end,front-end-87ff7b849-6bg67,kill,-,2026-06-17 10:19:08,2026-06-17 10:20:39,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:20:03,2026-06-17 10:18:03,2026-06-17 10:19:03,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_09,composite_serial,front-end,front-end-87ff7b849-fvkr6,pause,75s,2026-06-17 10:22:50,2026-06-17 10:23:50,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:23:14,2026-06-17 10:21:14,2026-06-17 10:22:14,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_10,composite_serial,catalogue,catalogue-744d46f784-b8m2g,pause,60s,2026-06-17 10:25:35,2026-06-17 10:26:35,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:25:59,2026-06-17 10:23:59,2026-06-17 10:24:59,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_11,composite_serial,catalogue,catalogue-744d46f784-b8m2g,kill,-,2026-06-17 10:28:19,2026-06-17 10:29:19,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:28:42,2026-06-17 10:26:42,2026-06-17 10:27:42,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_12,composite_serial,catalogue,catalogue-744d46f784-ksqnx,pause,75s,2026-06-17 10:31:19,2026-06-17 10:32:20,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:31:42,2026-06-17 10:29:42,2026-06-17 10:30:42,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_13,composite_serial,user,user-9c64594b7-ww7bs,pause,60s,2026-06-17 10:34:23,2026-06-17 10:35:23,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:34:45,2026-06-17 10:32:45,2026-06-17 10:33:45,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_14,composite_serial,user,user-9c64594b7-ww7bs,kill,-,2026-06-17 10:37:11,2026-06-17 10:38:12,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:37:33,2026-06-17 10:35:33,2026-06-17 10:36:33,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_007,event_15,composite_serial,user,user-9c64594b7-qht2h,pause,75s,2026-06-17 10:40:03,2026-06-17 10:41:03,2026-06-17 09:47:17,2026-06-17 09:57:17,2026-06-17 10:40:24,2026-06-17 10:38:24,2026-06-17 10:39:24,executed,挑战轮 1：5 服务 pause -> kill -> pause，观察冻结与实例消失的复合异常
run_008,event_01,composite_serial,carts,carts-b6c5c87f9-4tk76,kill,-,2026-06-17 10:57:34,2026-06-17 10:59:06,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 10:59:34,2026-06-17 10:57:34,2026-06-17 10:58:34,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_02,composite_serial,carts,carts-b6c5c87f9-zl4f7,pause,60s,2026-06-17 11:01:03,2026-06-17 11:02:03,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:02:31,2026-06-17 11:00:31,2026-06-17 11:01:31,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_03,composite_serial,carts,carts-b6c5c87f9-zl4f7,kill,-,2026-06-17 11:04:16,2026-06-17 11:05:47,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:05:44,2026-06-17 11:03:44,2026-06-17 11:04:44,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_04,composite_serial,orders,orders-6cfcf6794c-th6tb,kill,-,2026-06-17 11:07:39,2026-06-17 11:09:11,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:08:36,2026-06-17 11:06:36,2026-06-17 11:07:36,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_05,composite_serial,orders,orders-6cfcf6794c-45k9p,pause,60s,2026-06-17 11:10:54,2026-06-17 11:11:54,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:11:19,2026-06-17 11:09:19,2026-06-17 11:10:19,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_06,composite_serial,orders,orders-6cfcf6794c-45k9p,kill,-,2026-06-17 11:14:10,2026-06-17 11:15:41,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:14:35,2026-06-17 11:12:35,2026-06-17 11:13:35,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_07,composite_serial,front-end,front-end-87ff7b849-fvkr6,kill,-,2026-06-17 11:17:57,2026-06-17 11:19:28,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:17:51,2026-06-17 11:15:51,2026-06-17 11:16:51,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_08,composite_serial,front-end,front-end-87ff7b849-h8z7s,pause,60s,2026-06-17 11:21:24,2026-06-17 11:22:24,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:20:47,2026-06-17 11:18:47,2026-06-17 11:19:47,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_09,composite_serial,front-end,front-end-87ff7b849-h8z7s,kill,-,2026-06-17 11:24:40,2026-06-17 11:26:11,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:24:03,2026-06-17 11:22:03,2026-06-17 11:23:03,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_10,composite_serial,catalogue,catalogue-744d46f784-ksqnx,kill,-,2026-06-17 11:28:30,2026-06-17 11:29:31,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:27:22,2026-06-17 11:25:22,2026-06-17 11:26:22,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_11,composite_serial,catalogue,catalogue-744d46f784-xmbmw,pause,60s,2026-06-17 11:31:40,2026-06-17 11:32:41,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:30:31,2026-06-17 11:28:31,2026-06-17 11:29:31,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_12,composite_serial,catalogue,catalogue-744d46f784-xmbmw,kill,-,2026-06-17 11:34:37,2026-06-17 11:35:37,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:33:27,2026-06-17 11:31:27,2026-06-17 11:32:27,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_13,composite_serial,user,user-9c64594b7-qht2h,kill,-,2026-06-17 11:37:57,2026-06-17 11:38:59,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:36:47,2026-06-17 11:34:47,2026-06-17 11:35:47,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_14,composite_serial,user,user-9c64594b7-l6xl9,pause,60s,2026-06-17 11:41:08,2026-06-17 11:42:08,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:39:56,2026-06-17 11:37:56,2026-06-17 11:38:56,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_008,event_15,composite_serial,user,user-9c64594b7-l6xl9,kill,-,2026-06-17 11:44:10,2026-06-17 11:45:11,2026-06-17 10:47:34,2026-06-17 10:57:34,2026-06-17 11:42:58,2026-06-17 11:40:58,2026-06-17 11:41:58,executed,挑战轮 2：5 服务 kill -> pause -> kill，观察恢复后的再次冻结与中断
run_009,event_01,composite_serial,carts,carts-b6c5c87f9-z82tj,kill,-,2026-06-17 12:01:42,2026-06-17 12:03:13,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:03:42,2026-06-17 12:01:42,2026-06-17 12:02:42,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_02,composite_serial,orders,orders-6cfcf6794c-slsx7,pause,60s,2026-06-17 12:05:30,2026-06-17 12:06:30,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:06:59,2026-06-17 12:04:59,2026-06-17 12:05:59,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_03,composite_serial,front-end,front-end-87ff7b849-n8rbg,kill,-,2026-06-17 12:08:52,2026-06-17 12:10:23,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:10:20,2026-06-17 12:08:20,2026-06-17 12:09:20,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_04,composite_serial,catalogue,catalogue-744d46f784-x7bv8,pause,60s,2026-06-17 12:12:23,2026-06-17 12:13:24,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:13:20,2026-06-17 12:11:20,2026-06-17 12:12:20,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_05,composite_serial,user,user-9c64594b7-g6rb4,kill,-,2026-06-17 12:15:29,2026-06-17 12:16:29,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:16:25,2026-06-17 12:14:25,2026-06-17 12:15:25,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_06,composite_serial,orders,orders-6cfcf6794c-slsx7,pause,60s,2026-06-17 12:18:59,2026-06-17 12:20:00,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:19:55,2026-06-17 12:17:55,2026-06-17 12:18:55,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_07,composite_serial,front-end,front-end-87ff7b849-zdg7h,kill,-,2026-06-17 12:22:18,2026-06-17 12:23:48,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:23:13,2026-06-17 12:21:13,2026-06-17 12:22:13,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_08,composite_serial,catalogue,catalogue-744d46f784-x7bv8,pause,60s,2026-06-17 12:25:57,2026-06-17 12:26:58,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:26:22,2026-06-17 12:24:22,2026-06-17 12:25:22,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_09,composite_serial,user,user-9c64594b7-gn2rk,kill,-,2026-06-17 12:29:00,2026-06-17 12:30:00,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:29:24,2026-06-17 12:27:24,2026-06-17 12:28:24,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_10,composite_serial,carts,carts-b6c5c87f9-mgbz4,pause,60s,2026-06-17 12:32:20,2026-06-17 12:33:21,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:32:44,2026-06-17 12:30:44,2026-06-17 12:31:44,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_11,composite_serial,front-end,front-end-87ff7b849-b2vdn,kill,-,2026-06-17 12:35:42,2026-06-17 12:37:13,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:36:05,2026-06-17 12:34:05,2026-06-17 12:35:05,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_12,composite_serial,catalogue,catalogue-744d46f784-x7bv8,pause,60s,2026-06-17 12:39:18,2026-06-17 12:40:19,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:39:10,2026-06-17 12:37:10,2026-06-17 12:38:10,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_13,composite_serial,user,user-9c64594b7-fv4n6,kill,-,2026-06-17 12:42:21,2026-06-17 12:43:21,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:42:12,2026-06-17 12:40:12,2026-06-17 12:41:12,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_14,composite_serial,carts,carts-b6c5c87f9-mgbz4,pause,60s,2026-06-17 12:45:32,2026-06-17 12:46:33,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:45:23,2026-06-17 12:43:23,2026-06-17 12:44:23,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_009,event_15,composite_serial,orders,orders-6cfcf6794c-slsx7,kill,-,2026-06-17 12:48:38,2026-06-17 12:50:09,2026-06-17 11:51:42,2026-06-17 12:01:42,2026-06-17 12:48:28,2026-06-17 12:46:28,2026-06-17 12:47:28,executed,挑战轮 3：跨服务交错 kill/pause，共 15 个事件，模拟更真实的异构扰动序列
run_010,event_06,composite_serial,carts,carts-b6c5c87f9-mgbz4,kill,-,2026-06-17 13:06:40,2026-06-17 13:08:11,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:08:40,2026-06-17 13:06:40,2026-06-17 13:07:40,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_05,composite_serial,front-end,front-end-87ff7b849-ldxfl,pause,60s,2026-06-17 13:10:58,2026-06-17 13:11:58,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:12:26,2026-06-17 13:10:26,2026-06-17 13:11:26,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_03,composite_serial,orders,orders-6cfcf6794c-8f9wn,pause,60s,2026-06-17 13:14:52,2026-06-17 13:15:52,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:16:20,2026-06-17 13:14:20,2026-06-17 13:15:20,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_09,composite_serial,catalogue,catalogue-744d46f784-x7bv8,pause,75s,2026-06-17 13:18:46,2026-06-17 13:19:47,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:20:14,2026-06-17 13:18:14,2026-06-17 13:19:14,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_11,composite_serial,user,user-9c64594b7-l7vhz,pause,90s,2026-06-17 13:21:54,2026-06-17 13:22:54,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:23:21,2026-06-17 13:21:21,2026-06-17 13:22:21,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_14,composite_serial,orders,orders-6cfcf6794c-8f9wn,kill,-,2026-06-17 13:25:28,2026-06-17 13:26:59,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:26:55,2026-06-17 13:24:55,2026-06-17 13:25:55,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_08,composite_serial,user,user-9c64594b7-l7vhz,kill,-,2026-06-17 13:29:03,2026-06-17 13:30:04,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:29:59,2026-06-17 13:27:59,2026-06-17 13:28:59,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_13,composite_serial,catalogue,catalogue-744d46f784-x7bv8,pause,90s,2026-06-17 13:32:32,2026-06-17 13:33:33,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:33:27,2026-06-17 13:31:27,2026-06-17 13:32:27,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_01,composite_serial,carts,carts-b6c5c87f9-zwfmg,pause,60s,2026-06-17 13:35:41,2026-06-17 13:36:41,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:36:35,2026-06-17 13:34:35,2026-06-17 13:35:35,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_10,composite_serial,front-end,front-end-87ff7b849-ldxfl,kill,-,2026-06-17 13:39:22,2026-06-17 13:40:53,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:40:16,2026-06-17 13:38:16,2026-06-17 13:39:16,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_07,composite_serial,orders,orders-6cfcf6794c-qdd7m,pause,75s,2026-06-17 13:43:20,2026-06-17 13:44:20,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:43:42,2026-06-17 13:41:42,2026-06-17 13:42:42,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_12,composite_serial,carts,carts-b6c5c87f9-zwfmg,kill,-,2026-06-17 13:47:20,2026-06-17 13:48:51,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:47:42,2026-06-17 13:45:42,2026-06-17 13:46:42,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_15,composite_serial,front-end,front-end-87ff7b849-n5r7t,pause,90s,2026-06-17 13:50:59,2026-06-17 13:51:59,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:50:50,2026-06-17 13:48:50,2026-06-17 13:49:50,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_04,composite_serial,catalogue,catalogue-744d46f784-x7bv8,kill,-,2026-06-17 13:54:20,2026-06-17 13:55:21,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:54:11,2026-06-17 13:52:11,2026-06-17 13:53:11,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
run_010,event_02,composite_serial,user,user-9c64594b7-t4wjp,kill,-,2026-06-17 13:58:10,2026-06-17 13:59:11,2026-06-17 12:56:40,2026-06-17 13:06:40,2026-06-17 13:58:00,2026-06-17 13:56:00,2026-06-17 13:57:00,executed,挑战轮 4：更长间隔和更强随机性的 15 事件混合故障轮，接近真实生产扰动
